sqeuclidean

0.558299708
0.299063372
0.117349223
-0.03276918
0.828454354
0.248226434
0.146811034
-0.232394239
0.079557964
0.056891164
0.692028983
0.354866558
-0.132206093
0.82279691
0.285053198
-0.020500141
0.4080157


0.677641898
0.583123603
0.054684802
0.007965247
0.601478404
-0.179756562
0.223094339
0.274889037
-0.099215456
0.569635928
0.080024902
-0.139404483
0.236988772
0.758359171
0.561050073
0.046650376
0.137023556
0.212914177
-0.349284724
0.049717632


0.620561968
-0.104793171
0.759081376
0.323534808
0.875947557
-0.21881634
0.151531675
0.719140308
0.393094224
0.702746985
0.587499002
0.442818036
-0.08898863


0.625346394
0.754490431
0.811303353
0.726479426
0.908922123


0.436952714
0.473598048
-0.087689783
0.669740178
-0.17578716
0.639116816
0.740966018
-0.026798143
0.209412474
0.482114697
0.557665166
0.045129261
-0.048783883
0.264985479
-0.139648858
0.400834796


0.676592119
0.193559652
0.112892637
0.015667889
0.303172074
0.677799917
0.770942417
-0.09808133
0.459097598
-0.394955681
-0.17388201
0.292514221


0.700340211
-0.052519357
-0.03909357
-0.108622906
0.004113219
0.133814312
0.409568842
-0.076848464
-0.083879638
0.548749006
0.058551839
0.833260864
0.739376268
0.818404896
0.617404883
0.043962995
0.445921176
-0.392856118


0.718719727
0.773577284
0.808536668


0.425019074
0.490085972
0.298804449
-0.255720331
0.487574928
-0.101981097
0.03788084
0.38907649
0.399836182
-0.026134884
0.332949954
0.165328246
-0.131837174
0.337825311
0.20227756
0.107595722
-0.096514702
0.659180078
-0.041046634
-0.170766772


0.426756886
-0.049854646
-0.006879321
0.562178339
-0.025595697
-0.184528593
0.381768627
-0.073174864
0.273018734
0.647920838
0.905434806
-0.064454358
0.526956375
-0.01648918
0.064287235
0.41692274
0.792753007
-0.025960597
0.014020106
0.172113576
0.273972018


0.357197337
0.057129977
-0.317011997
0.571077031
0.471379474
0.004100134
0.751659829
0.061469255
-0.051656791
0.810297612
0.193923578
0.109928046
-0.082218162
0.780962834
0.815631492
0.60014955
0.268316097
0.632522359
-0.167721005
0.311792925
0.431935252


0.532331745
-0.272812233
-0.018402547
0.638651778
0.189689505
0.763644906
-0.075079127
0.427341844
-0.10468148
-0.084689873
-0.112240764
0.358683724
0.799390727
0.06172931
-0.02730085
0.046860656
-0.015799158
0.77742765
0.234499272
0.369328914
0.120280939


0.450484158
0.525548987
0.120085253
0.535095665
0.340141035
0.794912287
0.784889317
0.571782348
0.298993201
0.296206706
0.408887863


0.613550063
0.700245789
0.795307232
0.69601323


0.678602403
0.447151623
0.617435945
0.569139146
0.591090179
0.608016477
0.369240651
0.461031891
0.653832421
0.302425369


0.620233655
0.145997449
0.213808094
-0.017698662
0.758701396
0.858284014
-0.285629119
0.882823355
0.336483205


0.606280375
0.185202667
0.6849401
0.469780993
0.599042342
0.708619277
0.613627856
0.730440766
0.417231421
0.366631824


0.512693804
0.645966545
0.662358759
0.421009271
0.443599793
0.776742614
0.47549625
0.704138756


0.440918835
0.142620763
0.30049505
0.058064305
0.752614029
0.085818621
-0.030827084
0.413646293
0.079909344
-0.25945182
-0.083217898
0.346433937
0.624831403
0.280747924
0.254618281
0.074756664
-0.260861213
0.432829334
0.869980055


0.692370445
-0.201877004
0.753893842
0.270760633
-0.008870255
0.178159455
0.220630135
0.708947227
-0.121471581
-0.081274208
-0.107001374
-0.052604897
-0.039272152
0.420677552
0.785991747


0.69318816
0.552887799
0.872482572
0.637625575
0.933864174


0.537556519
0.576842888
0.61788111
0.765629939
0.3737014
0.947589018
0.26718604


0.472735631
0.586280099
-0.00221311
0.834761621
-0.11868077
-0.126848191
0.317009009
0.36884565
0.014502149
-0.104715587
0.44164575
0.461463993
0.054961787
0.305305931
-0.076558863
0.680206183
0.035838054
0.60339298


0.655961387
0.247499694
0.843503755
0.896274536
0.309705069
0.360727611
0.309584997


0.554816347
0.136243733
0.148818155
0.904944482
0.233156187
0.3987638
0.025481251
0.328535361
0.166223883
-0.08388394
0.947970882
0.006895458
0.175341796
0.464860016


0.489037034
-0.042982112
0.304899511
-0.042397566
0.694760804
0.221101601
0.330242077
-0.263714241
0.322750271
-0.051478824
0.657452701
0.213841447
-0.001056055
0.038431453
0.062488283


0.695445492
0.768629182
0.672495648
0.658653679


0.499931274
0.915686978
0.650023734
0.654149604
0.785020112
0.835250502
