canberra

0.657711698
0.202758402
-0.006976329
-0.193347322
0.513880688
0.313418115
-0.000443141
-0.119134778
0.236439442
0.090610528
0.332654592
0.056468509
-0.159246062
0.719818286
0.128511444
-0.222265509
0.009099395


0.650733406
0.365853332
0.168558075
0.069997403
0.7096255
0.006839085
0.156880285
0.14337765
-0.01671457
0.477936657
-0.164376385
-0.003979558
-0.187464678
0.237212955
0.316275412
-0.031436903
-0.082102292
0.071370102
-0.275052339
-0.141716796


0.610267514
-0.116637816
0.722443122
0.264213661
0.814512321
-0.21084687
0.000821722
0.130919528
0.413194494
0.365755751
0.002181095
0.154521942
-0.243620187


0.359816001
0.727630755
0.120219691
0.692412012
0.748991847


0.557947413
0.057755388
-0.099561847
0.594270013
-0.102300245
0.417155866
0.50437202
-0.010776092
-0.077954273
0.243800759
0.677989549
-0.095061983
0.02030446
0.26958885
-0.199671544
-0.088703721


0.615312978
-0.039361057
0.017310202
-0.167746571
0.345689398
0.212274969
0.733252095
0.144503613
0.159615334
-0.260370182
-0.071664711
0.016552412


0.702304681
0.082481645
-0.056199252
-0.21136377
-0.212404168
-0.101098506
0.234981416
-0.170220577
0.028907296
0.214361324
0.110810108
0.56982241
0.73351025
0.861539912
0.07042225
0.272489276
0.116658941
-0.287494


0.144357264
0.617852994
0.292830374


0.639877579
0.560175748
0.331913134
-0.172499426
0.346169838
-0.15142254
-0.176926433
0.492586327
0.179479471
0.108959581
-0.011940683
-0.01903873
-0.122288013
0.117097577
-0.112547527
0.306163214
-0.050716109
-0.01314685
0.003338344
-0.250453083


0.584357661
-0.142127947
-0.195864964
0.207358466
-0.187909457
-0.065073375
0.309835343
-0.020281069
0.265673011
0.661576655
0.823747815
-0.168916921
0.602939638
0.165597809
0.123383595
0.065939854
0.168126835
0.199525197
0.04496402
0.065064389
-0.058381655


0.589900729
0.165232895
-0.316031528
-0.027215796
0.183768518
0.000376583
0.666701119
-0.134061731
0.02723462
0.479469937
-0.162612828
0.071988336
0.137817492
0.625809755
0.675698935
0.108291412
0.127612864
0.464289052
-0.196103604
0.035377849
0.604293512


0.635777368
-0.187705418
0.149751328
0.341157014
0.060163613
0.515829363
-0.218229111
-0.023083011
-0.063560408
0.023287373
-0.097995794
0.214264898
0.637520669
-0.150406781
-0.084085482
0.040224956
-0.133770948
0.768232037
0.385526288
0.123411025
-0.001264325


0.447909842
0.008005904
-0.107438931
0.561627788
0.431851408
0.774474282
0.106699077
0.231497728
0.091172976
0.354056624
0.053541947


0.111450674
0.697376569
0.283892747
0.680003596


0.520070587
0.325146024
0.04003534
0.47944455
0.008550983
0.650894879
0.234677702
0.310387154
0.618148846
0.151080616


0.416554688
-0.106552581
0.049057719
0.012311783
0.757660191
0.700961908
-0.136921298
0.696175205
0.16387495


0.57242623
0.153411444
0.036845671
0.318910495
0.294292041
0.43743527
0.362529171
0.278725942
0.504314291
0.064061614


0.442584509
0.536814071
0.495178566
0.568857424
-0.097392042
0.713886532
-0.011528998
0.044087944


0.589373743
-0.022096169
0.313355602
-0.133755997
0.550030477
0.086972479
0.198679078
0.102696926
0.098217695
-0.199890537
-0.170398019
0.038361402
0.565795385
-0.063950263
-0.122296112
0.036867493
-0.009088856
-0.014419646
0.686912341


0.705734882
-0.100412395
0.681858517
-0.103015689
-0.010911953
-0.106269685
0.270680674
0.423068711
-0.03627995
-0.10045694
-0.150819877
0.0432823
0.043124216
-0.06342725
0.84391086


0.150037386
0.73926254
0.520948222
0.222729625
0.422659286


0.434118288
0.194234511
0.726643624
0.51140175
0.194021882
0.372217262
0.14736908


0.647075368
0.131286793
-0.04138931
0.233948812
-0.110995879
0.002227865
-0.059416581
0.446106992
-0.026459365
-0.068240949
-0.123435831
0.032080792
0.130583829
0.009591525
0.169249397
0.489953365
0.017022479
0.429577899


0.413894909
0.076892001
0.752151916
0.644648702
-0.013832319
0.167715546
0.420198051


0.633266536
0.126972581
0.350182127
0.795400195
0.324550001
0.372939051
-0.186035459
0.232389454
-0.037619134
-0.051694793
0.554831099
-0.101471492
-0.136713959
-0.009415038


0.505943383
0.04728079
0.314620043
-0.140092016
0.419047667
0.232957759
0.31505432
-0.26272909
0.156651111
-0.033634283
0.666041436
0.088484764
-0.169942943
-0.151048004
-0.052081186


0.160365739
0.567750581
0.055895053
0.629460872


0.14178005
0.813302131
-0.084696623
0.346084716
0.764534974
0.587755952
