braycurtis

0.642644233
0.312280821
-0.097196638
-0.157858386
0.579126838
0.250701719
-0.023323393
-0.157863346
0.222530454
0.030293249
0.452499496
0.236981949
-0.19480477
0.654494885
0.228034838
-0.518797669
0.229256853


0.643227366
0.546778204
0.098373571
0.028050984
0.582280835
-0.036326386
0.107971513
0.159998848
-0.017318985
0.498086759
0.043600365
-0.048039686
-0.500698707
0.574868275
0.351756746
-0.015647822
-0.02143018
0.116357389
-0.211031587
-0.108546849


0.672285401
-0.464464466
0.680633843
0.278159316
0.810356823
-0.328603067
-0.140208394
0.492485714
0.37748736
0.554506503
0.372618282
0.235052475
-0.604818291


0.540679105
0.705763347
0.236441234
0.563344245
0.841471636


0.502907688
0.362644951
-0.068507787
0.508565792
-0.255179588
0.528953398
0.648320665
-0.008837865
-0.13000369
0.388344217
0.439854065
-0.202544272
-0.033680308
0.249206479
-0.524303657
0.347553391


0.64824601
-0.025153382
-0.163273651
-0.026244711
0.283000484
0.597587777
0.744943198
0.026242307
0.4218841
-0.293997212
-0.089367964
0.074765843


0.653875673
0.013412143
-0.002296055
-0.136902752
-0.573504516
-0.08635464
0.292696095
-0.287248203
-0.0257995
0.374245782
0.159742469
0.659012814
0.659924634
0.689402476
0.441669101
0.101492558
0.201733947
-0.211782756


0.050489103
0.536884869
0.711304545


0.527374679
0.449259517
0.23486881
-0.18912658
0.334104275
-0.018167674
-0.193946915
0.453869221
0.34363412
0.035043249
-0.170363002
0.042592972
-0.062522665
0.209673761
-0.085604821
0.189505802
-0.035110636
0.422438968
-0.009840802
-0.171574302


0.497367169
-0.090340606
-0.047161717
0.461215973
-0.224065491
-0.102438968
0.297403076
-0.038349391
0.230575399
0.616900988
0.798710613
0.047015234
0.534187552
0.082567865
0.106879135
0.124757775
0.53201605
0.088370702
0.059458598
0.118329637
-0.02452249


0.458176968
0.066109832
-0.207383415
0.467105299
0.273314837
0.055877072
0.674309511
-0.284249254
-0.037127383
0.555922897
0.177798962
0.09462261
0.057517124
0.702692859
0.658072902
0.487695934
0.096874323
0.422694041
-0.191320752
0.198655544
0.458344514


0.561600326
-0.26338365
0.04475064
0.403445653
0.168794978
0.608480381
-0.352056865
0.30170621
-0.145398708
0.006000895
-0.293600619
0.180696982
0.627109692
-0.035657057
-0.100243936
0.051273297
-0.041938529
0.683355516
0.280472944
0.220309533
-0.004126232


0.496563717
-0.093186976
0.075429157
0.468219141
0.33360943
0.742869395
0.518792631
0.227635593
0.317809105
0.275793456
0.129776081


0.204162084
0.592218866
0.570378831
0.652562292


0.6677434
0.278287023
0.195463088
0.441818282
0.431194426
0.543811476
0.310676439
0.284610854
0.527304238
0.178401965


0.684996954
-0.303548388
0.10934254
-0.025300925
0.707302454
0.75876204
-0.331626795
0.737283152
0.347515263


0.557939077
0.102513862
0.120810328
0.28655491
0.414384467
0.443510362
0.4969258
0.402640097
0.399563548
0.253652405


0.446866953
0.60697656
0.64047388
0.461859516
-0.149632145
0.728393672
0.276554081
0.312676459


0.511090617
0.060051356
0.22699136
-0.077846008
0.601193308
0.106723341
0.01991832
0.188050563
0.038160535
-0.483384864
-0.517334926
0.299353259
0.552901534
0.034714203
0.218611795
0.035119295
-0.114759981
0.2232974
0.75924504


0.721533312
-0.153730285
0.663271361
0.081425904
-0.112020887
-0.160827944
0.256421755
0.4778653
-0.272758419
0.007525875
-0.428817593
0.033526705
-0.009836086
0.349911809
0.675338703


0.395696574
0.542393223
0.673198464
0.440824651
0.829260563


0.612363111
0.317626061
0.629151634
0.71294626
0.157031662
0.856345416
0.154754472


0.500372574
0.265328463
-0.038618238
0.612651146
-0.096747665
-0.031156199
-0.22328528
0.396164453
-0.009509877
-0.104320013
0.276891763
0.16897335
0.087279754
0.17222165
0.002636191
0.615681966
0.00712442
0.507314459


0.638583691
0.064183098
0.750304149
0.780881912
-0.329133773
0.193750589
0.311073494


0.61260245
0.064983811
0.16781091
0.774720596
0.289755605
0.339073211
-0.507726177
0.330750856
0.131475152
0.009098894
0.851973392
-0.201702496
-0.03863113
0.145364025


0.427356162
0.023141883
0.257270357
-0.12576728
0.559221277
0.195263945
0.330697113
-0.5833147
0.153629374
-0.040052005
0.628662964
0.107633436
-0.094245044
-0.251198625
-0.030112668


0.395559046
0.650793266
0.195158323
0.576824625


0.340725508
0.839060583
-0.447981984
0.454818542
0.66008591
0.657747302
