Sim,ARI-a,ARI-std,AMI-a,AMI-std,FMI-a,FMI-std
7,0.6405302186439596,0.8264025768430134,0.671865906269818,0.025779559092799366,0.003806048816473064,0.023468410347936706
8,0.23304461038531632,0.3320800900573988,0.6799764947288193,0.0004458166550188938,0.0008412117583718124,0.00014442951028240122
9,0.6946237041164957,0.8251131961486355,0.7216652112820893,0.012743892286885956,0.003741128288074522,0.011318891993010212
