Sim,ARI-a,AMI-a,FMI-a,ARI-std,AMI-std,FMI-std
7,0.6155165430471154,0.769755705460827,0.6483228225488229,0.022932082717387905,0.007671512300968821,0.02157255791398646
8,0.31959516249936454,0.3555148998108588,0.7291557517218394,7.763307448857426e-05,3.079437067409385e-05,5.109795571245022e-05
9,0.598041479850025,0.7390672438479752,0.6314423973990362,0.015784922661758568,0.0021575251103402027,0.014363275986225088
