79,21,0.47,0.67,0.6,0.76,0.67,11083.17,2.26,0.14
80,11,0.41,0.59,0.54,0.65,0.59,784.23,1.74,0.12
81,9,0.82,0.85,0.85,0.85,0.85,23536.02,0.73,0.51
82,15,0.16,0.47,0.36,0.7,0.48,903.6,1.57,0.01
83,5,0.46,0.65,0.92,0.5,0.65,11773.16,0.46,0.65
84,7,0.54,0.69,0.71,0.67,0.69,5875.53,0.96,0.34
85,19,0.23,0.53,0.44,0.67,0.53,2063.4,3.54,-0.03
86,19,0.4,0.65,0.57,0.76,0.65,5858.22,2.37,0.06
87,6,0.8,0.83,0.8,0.86,0.83,15324.28,0.76,0.52
88,9,0.27,0.51,0.5,0.52,0.51,1618.02,1.84,0.07
89,4,0.33,0.5,0.85,0.36,0.5,4851.99,0.68,0.55
90,13,0.64,0.73,0.71,0.75,0.73,9991.41,1.58,0.28
91,17,0.24,0.5,0.38,0.72,0.5,1479.94,1.84,0.09
92,12,0.43,0.59,0.59,0.59,0.59,4830.13,1.67,0.14
93,8,0.64,0.73,0.78,0.7,0.74,10179.94,0.76,0.45
94,3,0.3,0.47,0.92,0.32,0.47,10765.27,0.38,0.73
95,16,0.15,0.47,0.35,0.73,0.47,1335.54,3.84,0.07
,,0.454456522,0.624782609,0.627282609,0.678913043,0.626195652,6468.297609,1.752717391,0.266956522
