Sim,ARI-a,ARI-std,AMI-a,AMI-std,FMI-a,FMI-std
7,0.6736933132257273,0.842144976909886,0.7017405804550855,0.02190327334552527,0.009831866544353874,0.020187298739793257
8,0.26562425093732067,0.33785687544817367,0.6899755692810277,6.517750760737968e-06,1.9669455223330795e-06,2.5485886552507538e-05
9,0.6972932204482004,0.8284731337727003,0.7240361229088735,0.025110596527798002,0.005527943654841627,0.02343305671482962
